age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
25.0,45600.0,MORTGAGE,3.0,HOMEIMPROVEMENT,5000,16.0,0.11,N,2,51982.0
25.0,45600.0,MORTGAGE,9.0,PERSONAL,5000,10.65,0.11,N,3,51982.0
28.0,40000.0,RENT,1.0,DEBTCONSOLIDATION,4000,7.14,0.1,N,6,51982.0
28.0,40000.0,RENT,4.0,DEBTCONSOLIDATION,4000,7.49,0.1,N,10,51982.0
28.0,40000.0,RENT,2.0,DEBTCONSOLIDATION,4000,10.36,0.1,N,5,51982.0
28.0,40000.0,MORTGAGE,8.0,PERSONAL,4000,11.49,0.1,N,7,51982.0
28.0,40000.0,RENT,2.0,DEBTCONSOLIDATION,4000,7.88,0.1,N,6,51982.0
28.0,40000.0,MORTGAGE,12.0,MEDICAL,4000,9.91,0.1,N,9,51982.0
28.0,40000.0,RENT,0.0,EDUCATION,4000,10.08,0.1,N,8,51982.0
28.0,40000.0,MORTGAGE,4.0,VENTURE,4000,11.11,0.1,N,8,51982.0
28.0,40000.0,RENT,2.0,PERSONAL,4000,13.99,0.1,Y,9,51982.0
28.0,40000.0,RENT,3.0,VENTURE,4000,11.49,0.1,N,5,51982.0
28.0,40000.0,MORTGAGE,2.0,EDUCATION,4000,5.99,0.1,N,7,51982.0
28.0,40000.0,OWN,2.0,MEDICAL,4000,10.59,0.1,N,10,51982.0
28.0,40000.0,MORTGAGE,12.0,MEDICAL,4000,6.62,0.1,N,8,51982.0
23.0,50000.0,MORTGAGE,3.0,PERSONAL,5500,13.99,0.11,N,3,51983.0
23.0,50000.0,MORTGAGE,5.0,EDUCATION,5500,6.92,0.11,N,2,51983.0
34.0,32000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,2400,6.99,0.07,N,10,51983.0
22.0,50000.0,MORTGAGE,6.0,MEDICAL,3000,6.99,0.06,N,3,51988.0
22.0,50000.0,RENT,5.0,MEDICAL,3000,10.99,0.06,N,4,51988.0
22.0,50000.0,RENT,6.0,DEBTCONSOLIDATION,3000,12.53,0.06,N,4,51988.0
22.0,50000.0,RENT,4.0,EDUCATION,3000,10.0,0.06,N,2,51988.0
22.0,50000.0,RENT,6.0,MEDICAL,3000,9.88,0.06,N,3,51988.0
22.0,50000.0,OWN,6.0,VENTURE,3000,13.98,0.06,Y,3,51988.0
22.0,50000.0,OWN,6.0,EDUCATION,3000,11.83,0.06,N,3,51988.0
22.0,50000.0,MORTGAGE,6.0,EDUCATION,3000,13.99,0.06,N,3,51988.0
22.0,50000.0,RENT,6.0,EDUCATION,3000,15.99,0.06,N,4,51988.0
22.0,50000.0,RENT,5.0,DEBTCONSOLIDATION,3000,13.49,0.06,Y,2,51988.0
22.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,3000,6.03,0.06,N,4,51988.0
22.0,50000.0,RENT,1.0,EDUCATION,3000,11.49,0.06,N,3,51988.0
22.0,50000.0,RENT,7.0,EDUCATION,3000,10.37,0.06,N,2,51988.0
22.0,50000.0,RENT,0.0,VENTURE,3000,7.14,0.06,N,2,51988.0
22.0,50000.0,RENT,3.0,EDUCATION,3000,7.49,0.06,N,4,51988.0
22.0,50000.0,RENT,1.0,EDUCATION,3000,6.76,0.06,N,2,51988.0
22.0,50000.0,MORTGAGE,6.0,MEDICAL,3000,6.92,0.06,N,2,51988.0
22.0,50000.0,RENT,2.0,DEBTCONSOLIDATION,3000,10.37,0.06,N,2,51988.0
22.0,50000.0,RENT,0.0,EDUCATION,3000,6.39,0.06,N,4,51988.0
22.0,50000.0,MORTGAGE,7.0,EDUCATION,3000,6.03,0.06,N,2,51988.0
22.0,50000.0,RENT,0.0,PERSONAL,3000,7.29,0.06,N,3,51988.0
22.0,50000.0,RENT,0.0,MEDICAL,3000,6.76,0.06,N,2,51988.0
27.0,40000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,2000,9.32,0.05,N,6,51988.0
24.0,45000.0,MORTGAGE,8.0,VENTURE,2000,7.49,0.04,N,2,51989.0
24.0,45000.0,RENT,0.0,EDUCATION,2000,11.36,0.04,N,2,51989.0
24.0,45000.0,RENT,3.0,PERSONAL,2000,15.62,0.04,N,2,51989.0
24.0,45000.0,MORTGAGE,1.0,PERSONAL,2000,14.27,0.04,N,4,51989.0
24.0,45000.0,RENT,4.0,MEDICAL,2000,11.49,0.04,N,4,51989.0
24.0,45000.0,MORTGAGE,8.0,EDUCATION,2000,6.99,0.04,N,3,51989.0
24.0,45000.0,RENT,1.0,PERSONAL,2000,10.99,0.04,N,3,51989.0
50.0,30000.0,RENT,6.0,PERSONAL,8000,12.99,0.27,N,14,51990.0
26.0,46000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,7775,5.99,0.17,N,2,52002.0
22.0,56400.0,RENT,6.0,EDUCATION,10000,11.71,0.18,N,2,52018.0
24.0,49200.0,MORTGAGE,2.0,HOMEIMPROVEMENT,7000,6.76,0.14,N,3,52020.0
24.0,54000.0,OWN,7.0,MEDICAL,12750,11.12,0.24,N,4,52023.0
23.0,55000.0,OWN,2.0,MEDICAL,11200,5.99,0.2,N,3,52026.0
21.0,61000.0,MORTGAGE,5.0,PERSONAL,12000,8.94,0.2,N,2,52027.0
27.0,43000.0,RENT,11.0,PERSONAL,6000,8.59,0.14,N,6,52029.0
27.0,43000.0,RENT,5.0,EDUCATION,6000,15.21,0.14,Y,9,52029.0
27.0,43000.0,RENT,11.0,PERSONAL,6000,12.53,0.14,N,6,52029.0
34.0,31200.0,MORTGAGE,4.0,PERSONAL,1000,13.72,0.03,N,9,52029.0
21.0,57192.0,RENT,5.0,DEBTCONSOLIDATION,8000,10.37,0.14,N,4,52033.0
27.0,45600.0,MORTGAGE,3.0,MEDICAL,9500,5.79,0.21,N,5,52034.0
34.0,32400.0,RENT,1.0,MEDICAL,3000,11.49,0.09,N,9,52061.0
22.0,52800.0,MORTGAGE,7.0,PERSONAL,6000,14.54,0.11,Y,2,52063.0
22.0,52800.0,RENT,6.0,EDUCATION,6000,11.97,0.11,N,2,52063.0
23.0,50508.0,RENT,5.0,PERSONAL,6000,9.99,0.12,N,2,52066.0
23.0,50508.0,OWN,7.0,PERSONAL,6000,5.79,0.12,N,4,52066.0
24.0,57335.0,OWN,7.0,EDUCATION,16700,11.99,0.29,N,2,52071.0
26.0,49000.0,RENT,3.0,MEDICAL,11600,12.99,0.23,N,3,52072.0
27.0,46000.0,RENT,6.0,PERSONAL,10000,16.77,0.22,Y,7,52073.0
23.0,54000.0,RENT,0.0,EDUCATION,10000,13.79,0.19,Y,4,52077.0
23.0,54000.0,MORTGAGE,7.0,PERSONAL,10000,7.29,0.19,N,4,52077.0
23.0,54000.0,MORTGAGE,0.0,PERSONAL,10000,12.99,0.19,Y,3,52077.0
23.0,54000.0,MORTGAGE,7.0,PERSONAL,10000,10.99,0.19,N,2,52077.0
23.0,54000.0,RENT,4.0,VENTURE,10000,14.96,0.19,N,4,52077.0
23.0,54000.0,RENT,7.0,MEDICAL,10000,7.51,0.19,N,2,52077.0
23.0,54000.0,MORTGAGE,7.0,MEDICAL,10000,7.49,0.19,N,4,52077.0
23.0,54000.0,RENT,7.0,MEDICAL,10000,14.27,0.19,Y,2,52077.0
23.0,54000.0,RENT,2.0,PERSONAL,10000,11.03,0.19,Y,3,52077.0
23.0,54000.0,MORTGAGE,0.0,PERSONAL,10000,6.17,0.19,N,2,52077.0
23.0,54000.0,RENT,4.0,PERSONAL,10000,16.89,0.19,N,3,52077.0
23.0,54000.0,RENT,3.0,EDUCATION,10000,14.96,0.19,Y,4,52077.0
23.0,54000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,10000,7.29,0.19,N,3,52077.0
23.0,54000.0,MORTGAGE,7.0,PERSONAL,10000,7.49,0.19,N,3,52077.0
51.0,36000.0,MORTGAGE,3.0,PERSONAL,3000,10.37,0.08,N,23,52077.0
22.0,55000.0,MORTGAGE,4.0,VENTURE,8400,6.03,0.15,N,3,52080.0
24.0,48000.0,RENT,2.0,EDUCATION,5500,13.35,0.12,N,3,52082.0
29.0,38000.0,RENT,2.0,MEDICAL,3000,13.49,0.08,N,7,52084.0
29.0,38000.0,RENT,0.0,EDUCATION,3000,5.99,0.08,N,5,52084.0
26.0,42000.0,RENT,0.0,PERSONAL,2500,13.98,0.06,Y,3,52087.0
26.0,42000.0,RENT,4.0,DEBTCONSOLIDATION,2500,8.94,0.06,N,3,52087.0
26.0,42000.0,OWN,4.0,PERSONAL,2500,10.99,0.06,N,3,52087.0
26.0,42000.0,RENT,1.0,PERSONAL,2500,10.37,0.06,N,3,52087.0
21.0,52000.0,RENT,5.0,PERSONAL,2500,10.99,0.05,N,3,52090.0
25.0,47300.0,MORTGAGE,2.0,PERSONAL,7000,12.87,0.14,N,3,52104.0
28.0,51540.0,MORTGAGE,12.0,PERSONAL,20000,7.51,0.37,N,9,52116.0
22.0,56500.0,RENT,1.0,EDUCATION,10000,10.75,0.18,N,3,52128.0
31.0,38896.0,RENT,12.0,EDUCATION,8125,10.59,0.21,N,6,52136.0
24.0,48880.0,RENT,2.0,VENTURE,6500,10.74,0.13,N,2,52137.0
27.0,40000.0,RENT,3.0,EDUCATION,1850,10.25,0.04,N,7,52138.0
47.0,32000.0,MORTGAGE,15.0,HOMEIMPROVEMENT,8000,6.03,0.25,N,11,52151.0
29.0,38400.0,RENT,9.0,DEBTCONSOLIDATION,3500,11.71,0.09,N,8,52163.0
28.0,48000.0,MORTGAGE,9.0,PERSONAL,15000,6.99,0.31,N,8,52166.0
28.0,48000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,15000,13.98,0.31,Y,8,52166.0
39.0,30000.0,RENT,4.0,MEDICAL,6300,11.71,0.22,N,14,52169.0
23.0,60000.0,RENT,0.0,MEDICAL,16800,6.54,0.28,N,2,52170.0
24.0,56000.0,OWN,4.0,EDUCATION,15000,15.33,0.26,Y,2,52171.0
24.0,56000.0,OWN,0.0,MEDICAL,15000,8.88,0.27,N,2,52171.0
24.0,56000.0,RENT,8.0,DEBTCONSOLIDATION,15000,14.26,0.27,Y,4,52171.0
36.0,34560.0,RENT,0.0,MEDICAL,10000,11.49,0.29,N,15,52172.0
28.0,43000.0,RENT,1.0,MEDICAL,8000,13.16,0.19,N,8,52175.0
28.0,43000.0,RENT,4.0,MEDICAL,8000,11.11,0.19,N,7,52175.0
22.0,51996.0,MORTGAGE,6.0,PERSONAL,5000,10.74,0.1,N,2,52180.0
22.0,51996.0,MORTGAGE,3.0,EDUCATION,5000,12.98,0.1,Y,4,52180.0
26.0,44000.0,RENT,0.0,VENTURE,5000,11.86,0.11,N,2,52182.0
27.0,42000.0,RENT,0.0,PERSONAL,4500,14.61,0.11,Y,5,52182.0
27.0,42000.0,RENT,1.0,EDUCATION,4500,7.49,0.11,N,8,52182.0
22.0,52000.0,MORTGAGE,6.0,MEDICAL,5000,13.23,0.1,Y,4,52184.0
22.0,52000.0,RENT,7.0,VENTURE,5000,7.75,0.1,N,3,52184.0
22.0,52000.0,MORTGAGE,6.0,VENTURE,5000,7.88,0.1,N,3,52184.0
22.0,52000.0,MORTGAGE,2.0,EDUCATION,5000,7.9,0.1,N,3,52184.0
22.0,52000.0,RENT,5.0,EDUCATION,5000,7.49,0.1,N,2,52184.0
23.0,48000.0,RENT,0.0,EDUCATION,3000,12.69,0.06,N,3,52187.0
23.0,48000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,3000,5.79,0.06,N,4,52187.0
23.0,48000.0,MORTGAGE,7.0,VENTURE,3000,6.03,0.06,N,2,52187.0
23.0,48000.0,MORTGAGE,8.0,VENTURE,3000,11.99,0.06,N,2,52187.0
23.0,48000.0,RENT,3.0,EDUCATION,3000,10.25,0.06,N,4,52187.0
23.0,48000.0,MORTGAGE,7.0,VENTURE,3000,7.51,0.06,N,4,52187.0
23.0,48000.0,MORTGAGE,7.0,MEDICAL,3000,11.99,0.06,N,4,52187.0
23.0,48000.0,RENT,7.0,EDUCATION,3000,11.71,0.06,N,2,52187.0
23.0,48000.0,MORTGAGE,7.0,PERSONAL,3000,7.37,0.06,N,2,52187.0
23.0,48000.0,RENT,6.0,EDUCATION,3000,15.65,0.06,N,3,52187.0
23.0,48000.0,MORTGAGE,7.0,MEDICAL,3000,7.51,0.06,N,4,52187.0
24.0,45000.0,MORTGAGE,0.0,VENTURE,1800,7.51,0.04,N,2,52190.0
47.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,4200,6.62,0.14,N,11,52193.0
36.0,30123.0,RENT,5.0,MEDICAL,2000,11.12,0.07,N,14,52205.0
35.0,39000.0,OWN,13.0,VENTURE,16000,12.73,0.41,N,5,52206.0
23.0,50000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,5275,5.42,0.11,N,4,52208.0
35.0,36000.0,RENT,3.0,PERSONAL,10750,14.59,0.3,Y,8,52214.0
23.0,50205.0,RENT,7.0,EDUCATION,5500,11.36,0.11,N,2,52219.0
25.0,53000.0,OWN,9.0,MEDICAL,14000,12.99,0.27,Y,2,52220.0
23.0,54996.0,RENT,3.0,DEBTCONSOLIDATION,11000,8.94,0.2,N,2,52221.0
21.0,65000.0,RENT,3.0,EDUCATION,16000,13.79,0.25,Y,2,52223.0
23.0,55000.0,RENT,3.0,EDUCATION,11000,7.29,0.2,N,4,52226.0
23.0,55000.0,MORTGAGE,7.0,EDUCATION,11000,13.11,0.2,Y,2,52226.0
24.0,59800.0,OWN,7.0,MEDICAL,19500,15.7,0.25,Y,3,52226.0
29.0,40500.0,RENT,1.0,VENTURE,6475,6.62,0.16,N,9,52227.0
26.0,45000.0,MORTGAGE,10.0,VENTURE,6250,12.53,0.14,Y,4,52229.0
27.0,43000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,5800,5.42,0.14,N,5,52229.0
25.0,45000.0,RENT,0.0,PERSONAL,4000,12.21,0.09,N,3,52234.0
25.0,45000.0,RENT,2.0,EDUCATION,4000,10.36,0.09,N,3,52234.0
25.0,45000.0,RENT,4.0,MEDICAL,4000,14.35,0.09,Y,2,52234.0
25.0,45000.0,RENT,4.0,MEDICAL,4000,14.11,0.09,Y,2,52234.0
25.0,45000.0,MORTGAGE,9.0,VENTURE,4000,5.42,0.09,N,2,52234.0
25.0,45000.0,RENT,3.0,MEDICAL,4000,7.49,0.09,N,4,52234.0
25.0,45000.0,MORTGAGE,0.0,EDUCATION,4000,6.76,0.09,N,2,52234.0
25.0,45000.0,RENT,0.0,VENTURE,4000,9.99,0.09,N,3,52234.0
25.0,45000.0,MORTGAGE,4.0,EDUCATION,4000,13.49,0.09,N,2,52234.0
25.0,45000.0,RENT,2.0,EDUCATION,4000,7.51,0.09,N,3,52234.0
25.0,45000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,4000,11.99,0.09,N,2,52234.0
25.0,45000.0,RENT,3.0,MEDICAL,4000,10.25,0.09,N,4,52234.0
25.0,45000.0,RENT,0.0,EDUCATION,4000,12.99,0.09,N,3,52234.0
53.0,36000.0,RENT,5.0,VENTURE,5000,7.49,0.14,N,23,52237.0
26.0,45600.0,RENT,5.0,MEDICAL,7000,6.03,0.15,N,3,52258.0
39.0,29894.0,OWN,23.0,HOMEIMPROVEMENT,6000,9.63,0.21,N,4,52263.0
24.0,53826.0,MORTGAGE,5.0,VENTURE,12300,7.88,0.22,N,2,52265.0
32.0,36000.0,MORTGAGE,3.0,VENTURE,5300,7.88,0.15,N,10,52277.0
23.0,52000.0,OWN,5.0,EDUCATION,7500,11.12,0.14,N,3,52280.0
31.0,36000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,3500,5.42,0.1,N,9,52282.0
22.0,53000.0,RENT,6.0,EDUCATION,6000,7.9,0.11,N,4,52283.0
22.0,53000.0,RENT,2.0,MEDICAL,6000,10.36,0.11,N,3,52283.0
22.0,53000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,6000,5.42,0.11,N,4,52283.0
22.0,53000.0,MORTGAGE,6.0,MEDICAL,6000,5.42,0.11,N,2,52283.0
22.0,53000.0,RENT,3.0,EDUCATION,6000,10.75,0.11,N,3,52283.0
22.0,53000.0,RENT,6.0,DEBTCONSOLIDATION,6000,13.49,0.11,Y,2,52283.0
22.0,53000.0,RENT,6.0,DEBTCONSOLIDATION,6000,10.75,0.11,N,3,52283.0
24.0,48600.0,RENT,5.0,MEDICAL,6000,5.79,0.12,N,2,52301.0
41.0,38000.0,RENT,3.0,MEDICAL,10000,8.59,0.26,N,12,52311.0
30.0,36000.0,RENT,3.0,PERSONAL,1675,15.21,0.05,Y,9,52313.0
29.0,43000.0,RENT,7.0,EDUCATION,10000,10.95,0.23,N,5,52321.0
29.0,43000.0,RENT,13.0,MEDICAL,10000,7.29,0.23,N,5,52321.0
29.0,43000.0,MORTGAGE,13.0,PERSONAL,10000,9.99,0.23,N,9,52321.0
29.0,43000.0,RENT,8.0,MEDICAL,10000,7.14,0.23,N,7,52321.0
29.0,43000.0,RENT,6.0,DEBTCONSOLIDATION,10000,10.65,0.23,N,10,52321.0
29.0,43000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,10000,16.77,0.23,Y,9,52321.0
33.0,38400.0,RENT,3.0,HOMEIMPROVEMENT,11000,11.99,0.29,N,6,52325.0
32.0,36000.0,MORTGAGE,10.0,EDUCATION,5250,10.99,0.15,N,6,52327.0
31.0,37000.0,RENT,14.0,MEDICAL,5000,12.99,0.14,Y,10,52328.0
23.0,48996.0,RENT,4.0,PERSONAL,4000,8.59,0.08,N,2,52331.0
21.0,55000.0,RENT,5.0,PERSONAL,5400,7.29,0.1,N,4,52335.0
23.0,49000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,4000,7.66,0.08,N,4,52335.0
23.0,49000.0,OWN,0.0,PERSONAL,4000,10.37,0.08,N,3,52335.0
23.0,49000.0,OWN,7.0,VENTURE,4000,10.99,0.08,N,3,52335.0
23.0,49000.0,OWN,6.0,MEDICAL,4000,14.96,0.08,Y,4,52335.0
23.0,49872.0,RENT,3.0,MEDICAL,5000,12.53,0.1,Y,2,52337.0
38.0,30720.0,MORTGAGE,16.0,EDUCATION,6000,7.88,0.2,N,15,52339.0
23.0,50000.0,MORTGAGE,6.0,EDUCATION,5125,17.14,0.1,Y,4,52359.0
31.0,40000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,9600,11.49,0.24,N,7,52370.0
36.0,33000.0,OWN,2.0,VENTURE,7000,13.92,0.21,Y,13,52370.0
33.0,36000.0,OWN,3.0,VENTURE,7000,7.9,0.19,N,8,52372.0
22.0,60000.0,MORTGAGE,2.0,EDUCATION,13600,11.71,0.23,N,2,52374.0
26.0,48000.0,OWN,10.0,VENTURE,10000,7.49,0.21,N,3,52374.0
26.0,48000.0,MORTGAGE,5.0,VENTURE,10000,7.14,0.21,N,2,52374.0
26.0,48000.0,RENT,9.0,MEDICAL,10000,14.27,0.21,Y,2,52374.0
26.0,48000.0,MORTGAGE,4.0,EDUCATION,10000,10.65,0.21,N,3,52374.0
23.0,56000.0,RENT,4.0,EDUCATION,12000,7.88,0.21,N,3,52375.0
23.0,56000.0,MORTGAGE,3.0,EDUCATION,12000,13.11,0.21,Y,4,52375.0
23.0,56000.0,RENT,0.0,EDUCATION,12000,6.91,0.21,N,3,52375.0
24.0,52000.0,RENT,5.0,VENTURE,10000,5.99,0.19,N,4,52376.0
24.0,52000.0,MORTGAGE,5.0,VENTURE,10000,11.99,0.19,N,4,52376.0
24.0,52000.0,RENT,4.0,HOMEIMPROVEMENT,10000,10.59,0.19,N,2,52376.0
24.0,52000.0,RENT,2.0,VENTURE,10000,11.14,0.19,N,4,52376.0
24.0,52000.0,RENT,4.0,HOMEIMPROVEMENT,10000,7.51,0.19,N,3,52376.0
24.0,52000.0,RENT,1.0,EDUCATION,10000,6.91,0.19,N,2,52376.0
24.0,52000.0,RENT,8.0,MEDICAL,10000,13.85,0.19,N,3,52376.0
24.0,52000.0,RENT,4.0,VENTURE,10000,6.62,0.19,N,2,52376.0
24.0,52000.0,RENT,5.0,EDUCATION,10000,10.75,0.19,N,3,52376.0
24.0,52000.0,RENT,8.0,MEDICAL,10000,7.51,0.19,N,3,52376.0
23.0,56004.0,OWN,7.0,PERSONAL,12000,11.48,0.21,N,3,52379.0
28.0,41000.0,OWN,12.0,VENTURE,5000,6.03,0.12,N,8,52380.0
22.0,54000.0,RENT,0.0,EDUCATION,7000,13.49,0.13,Y,2,52382.0
22.0,54000.0,MORTGAGE,2.0,VENTURE,7000,7.51,0.13,N,2,52382.0
22.0,54000.0,RENT,5.0,MEDICAL,7000,10.65,0.13,N,2,52382.0
28.0,40000.0,OWN,2.0,VENTURE,3600,10.59,0.09,N,10,52383.0
28.0,40000.0,RENT,5.0,VENTURE,3600,8.88,0.09,N,7,52383.0
28.0,40000.0,RENT,0.0,DEBTCONSOLIDATION,3600,7.29,0.09,N,6,52383.0
28.0,40000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,3600,14.72,0.09,Y,7,52383.0
28.0,40000.0,RENT,1.0,MEDICAL,3600,10.59,0.09,N,9,52383.0
28.0,40000.0,RENT,0.0,MEDICAL,3600,12.98,0.09,N,7,52383.0
22.0,52000.0,RENT,0.0,EDUCATION,4800,10.59,0.09,N,3,52385.0
22.0,52000.0,MORTGAGE,6.0,VENTURE,4800,15.65,0.1,Y,3,52385.0
24.0,47000.0,RENT,0.0,EDUCATION,4000,10.74,0.09,N,4,52385.0
24.0,47000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,4000,9.32,0.08,N,2,52385.0
28.0,41004.0,RENT,0.0,VENTURE,5000,9.99,0.12,N,5,52386.0
32.0,35004.0,OWN,16.0,VENTURE,3600,6.76,0.1,N,8,52387.0
23.0,48000.0,RENT,0.0,MEDICAL,2800,8.49,0.06,N,3,52388.0
23.0,48000.0,RENT,4.0,DEBTCONSOLIDATION,2800,8.9,0.06,N,4,52388.0
22.0,50000.0,MORTGAGE,7.0,PERSONAL,2600,7.66,0.05,N,4,52389.0
23.0,56016.0,RENT,4.0,MEDICAL,12000,10.99,0.21,N,4,52393.0
52.0,40000.0,RENT,1.0,VENTURE,10000,13.49,0.25,N,19,52397.0
21.0,62500.0,RENT,2.0,PERSONAL,13200,13.49,0.2,N,3,52401.0
21.0,62316.0,MORTGAGE,5.0,MEDICAL,13000,7.66,0.21,N,2,52408.0
23.0,63000.0,MORTGAGE,7.0,EDUCATION,20000,10.25,0.32,N,3,52417.0
31.0,39000.0,RENT,7.0,PERSONAL,8000,7.49,0.21,N,10,52422.0
33.0,33600.0,OWN,0.0,PERSONAL,3000,17.49,0.1,Y,6,52422.0
23.0,55000.0,RENT,4.0,MEDICAL,10800,10.99,0.2,N,2,52426.0
21.0,52800.0,RENT,0.0,PERSONAL,3000,7.68,0.06,N,2,52428.0
23.0,53000.0,RENT,2.0,PERSONAL,8500,7.49,0.16,N,3,52429.0
21.0,55000.0,RENT,5.0,EDUCATION,5300,11.99,0.1,N,2,52435.0
25.0,45000.0,RENT,0.0,VENTURE,3800,6.03,0.09,N,4,52435.0
22.0,51319.0,MORTGAGE,0.0,PERSONAL,4000,8.49,0.08,N,4,52437.0
22.0,58608.0,RENT,2.0,PERSONAL,12000,9.91,0.2,N,3,52445.0
29.0,50000.0,OWN,13.0,VENTURE,20000,6.54,0.4,N,9,52459.0
29.0,50000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,20000,10.65,0.4,N,9,52459.0
22.0,52800.0,RENT,0.0,EDUCATION,5600,13.98,0.11,N,2,52464.0
22.0,52800.0,RENT,6.0,MEDICAL,5600,6.76,0.11,N,4,52464.0
26.0,47300.0,MORTGAGE,9.0,EDUCATION,9000,11.86,0.19,N,4,52465.0
27.0,50000.0,MORTGAGE,6.0,MEDICAL,15000,11.26,0.3,N,6,52467.0
27.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,11.71,0.3,N,7,52467.0
27.0,50000.0,MORTGAGE,3.0,EDUCATION,15000,11.71,0.3,N,9,52467.0
27.0,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,15000,7.51,0.3,N,6,52467.0
27.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,15000,7.88,0.3,N,8,52467.0
27.0,50000.0,RENT,4.0,PERSONAL,15000,7.9,0.3,N,6,52467.0
27.0,50000.0,RENT,3.0,EDUCATION,15000,7.49,0.3,N,8,52467.0
27.0,50000.0,RENT,2.0,PERSONAL,15000,10.37,0.3,N,5,52467.0
27.0,50000.0,RENT,5.0,PERSONAL,15000,7.49,0.3,N,6,52467.0
27.0,50000.0,RENT,11.0,MEDICAL,15000,10.37,0.3,N,7,52467.0
27.0,50000.0,MORTGAGE,11.0,EDUCATION,15000,13.49,0.3,N,5,52467.0
27.0,50000.0,RENT,8.0,VENTURE,15000,10.62,0.3,N,9,52467.0
27.0,50000.0,RENT,3.0,MEDICAL,15000,6.62,0.3,N,9,52467.0
27.0,50000.0,RENT,4.0,EDUCATION,15000,7.88,0.3,N,6,52467.0
27.0,50000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,15000,6.99,0.3,N,8,52467.0
27.0,50000.0,RENT,11.0,HOMEIMPROVEMENT,15000,7.51,0.3,N,10,52467.0
25.0,54000.0,MORTGAGE,6.0,VENTURE,15000,14.11,0.28,Y,2,52469.0
39.0,30000.0,OWN,2.0,PERSONAL,6000,7.9,0.2,N,12,52470.0
34.0,35000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,7000,13.35,0.2,N,9,52472.0
22.0,60000.0,MORTGAGE,6.0,EDUCATION,13500,12.23,0.23,N,3,52474.0
22.0,60000.0,MORTGAGE,6.0,VENTURE,13500,11.49,0.23,N,3,52474.0
25.0,50000.0,RENT,3.0,PERSONAL,10000,9.99,0.2,N,4,52475.0
25.0,50000.0,MORTGAGE,7.0,EDUCATION,10000,12.53,0.2,Y,2,52475.0
25.0,50000.0,RENT,5.0,DEBTCONSOLIDATION,10000,7.9,0.2,N,4,52475.0
25.0,50000.0,RENT,0.0,EDUCATION,10000,13.49,0.2,N,2,52475.0
25.0,50000.0,RENT,0.0,VENTURE,10000,10.65,0.2,N,3,52475.0
25.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,10000,6.03,0.2,N,4,52475.0
25.0,50000.0,MORTGAGE,8.0,EDUCATION,10000,7.14,0.2,N,4,52475.0
25.0,50000.0,RENT,9.0,VENTURE,10000,14.11,0.2,Y,3,52475.0
25.0,50000.0,MORTGAGE,0.0,EDUCATION,10000,6.03,0.2,N,3,52475.0
25.0,50000.0,RENT,5.0,PERSONAL,10000,7.51,0.2,N,2,52475.0
25.0,50000.0,RENT,0.0,VENTURE,10000,6.92,0.2,N,2,52475.0
25.0,50000.0,MORTGAGE,2.0,MEDICAL,10000,9.99,0.2,N,3,52475.0
25.0,50000.0,MORTGAGE,7.0,PERSONAL,10000,5.99,0.2,N,4,52475.0
25.0,50000.0,RENT,7.0,PERSONAL,10000,6.54,0.2,N,3,52475.0
25.0,50000.0,MORTGAGE,3.0,EDUCATION,10000,7.49,0.2,N,2,52475.0
25.0,50000.0,RENT,4.0,VENTURE,10000,9.99,0.2,N,2,52475.0
25.0,50000.0,RENT,5.0,VENTURE,10000,10.59,0.2,N,3,52475.0
25.0,50000.0,RENT,4.0,MEDICAL,10000,13.49,0.2,Y,4,52475.0
25.0,50000.0,RENT,9.0,EDUCATION,10000,14.22,0.2,N,4,52475.0
25.0,50000.0,RENT,2.0,HOMEIMPROVEMENT,10000,14.27,0.2,N,2,52475.0
25.0,50000.0,RENT,9.0,VENTURE,10000,7.29,0.2,N,2,52475.0
25.0,50000.0,RENT,2.0,EDUCATION,10000,10.36,0.2,N,3,52475.0
